query,model_name,performance,embedding_id
Are there uncommitted changes?,fast,0.9618,3
Are there uncommitted changes?,balanced,0.8086,3
Are there uncommitted changes?,powerful,0.745,3
Confirm deployment to development,fast,0.8617,98
Confirm deployment to development,balanced,0.7592,98
Confirm deployment to development,powerful,0.5661,98
What's the current branch?,fast,0.9091,106
What's the current branch?,balanced,0.8009,106
What's the current branch?,powerful,0.6681,106
Is {option} enabled?,fast,0.8995,42
Is {option} enabled?,balanced,0.7958,42
Is {option} enabled?,powerful,0.5929,42
Is Redis available?,fast,0.8804,14
Is Redis available?,balanced,0.7038,14
Is Redis available?,powerful,0.7211,14
What version of fastapi is installed?,fast,0.969,82
What version of fastapi is installed?,balanced,0.7332,82
What version of fastapi is installed?,powerful,0.5158,82
Show me the help menu,fast,0.9104,15
Show me the help menu,balanced,0.8052,15
Show me the help menu,powerful,0.6623,15
What's the current branch?,fast,0.8682,106
What's the current branch?,balanced,0.8419,106
What's the current branch?,powerful,0.5761,106
What's the port for supervisor?,fast,0.8626,107
What's the port for supervisor?,balanced,0.8331,107
What's the port for supervisor?,powerful,0.5339,107
What is ORM?,fast,0.9372,40
What is ORM?,balanced,0.8115,40
What is ORM?,powerful,0.7365,40
When was docker-compose.yml last modified?,fast,0.9465,101
When was docker-compose.yml last modified?,balanced,0.7232,101
When was docker-compose.yml last modified?,powerful,0.6037,101
Show system status,fast,0.9584,23
Show system status,balanced,0.7923,23
Show system status,powerful,0.7348,23
What files changed?,fast,0.8543,5
What files changed?,balanced,0.7556,5
What files changed?,powerful,0.6108,5
"Perfect, thanks",fast,0.8807,27
"Perfect, thanks",balanced,0.7544,27
"Perfect, thanks",powerful,0.7452,27
Show me nginx.conf,fast,0.9672,104
Show me nginx.conf,balanced,0.7967,104
Show me nginx.conf,powerful,0.5151,104
What files changed?,fast,0.8747,5
What files changed?,balanced,0.7183,5
What files changed?,powerful,0.712,5
What is API?,fast,0.9362,108
What is API?,balanced,0.7963,108
What is API?,powerful,0.6493,108
Is api running?,fast,0.9523,109
Is api running?,balanced,0.7365,109
Is api running?,powerful,0.5315,109
Can I use caching in Python 3.12?,fast,0.9579,44
Can I use caching in Python 3.12?,balanced,0.7831,44
Can I use caching in Python 3.12?,powerful,0.6466,44
Show me the help menu,fast,0.9631,15
Show me the help menu,balanced,0.7493,15
Show me the help menu,powerful,0.5369,15
"Thanks, that's all",fast,0.9275,48
"Thanks, that's all",balanced,0.7416,48
"Thanks, that's all",powerful,0.746,48
Is the build passing?,fast,0.9202,1
Is the build passing?,balanced,0.8198,1
Is the build passing?,powerful,0.5275,1
"Yes, proceed",fast,0.8534,37
"Yes, proceed",balanced,0.7022,37
"Yes, proceed",powerful,0.6975,37
List all branches,fast,0.9266,51
List all branches,balanced,0.7024,51
List all branches,powerful,0.5663,51
Is the build passing?,fast,0.9464,1
Is the build passing?,balanced,0.7789,1
Is the build passing?,powerful,0.6864,1
Define saga pattern,fast,0.9511,77
Define saga pattern,balanced,0.777,77
Define saga pattern,powerful,0.5273,77
What's the default value of max_retries?,fast,0.9729,33
What's the default value of max_retries?,balanced,0.7065,33
What's the default value of max_retries?,powerful,0.6958,33
"Yes, proceed",fast,0.9357,37
"Yes, proceed",balanced,0.7452,37
"Yes, proceed",powerful,0.6608,37
Is api running?,fast,0.9798,109
Is api running?,balanced,0.8271,109
Is api running?,powerful,0.6066,109
Show system status,fast,0.9137,23
Show system status,balanced,0.8365,23
Show system status,powerful,0.5184,23
List active tasks,fast,0.8919,2
List active tasks,balanced,0.7223,2
List active tasks,powerful,0.5315,2
Should I commit these changes?,fast,0.9323,9
Should I commit these changes?,balanced,0.7823,9
Should I commit these changes?,powerful,0.5813,9
Does auth service support batching?,fast,0.909,110
Does auth service support batching?,balanced,0.7908,110
Does auth service support batching?,powerful,0.5248,110
Convert 100 Celsius to Fahrenheit,fast,0.9641,111
Convert 100 Celsius to Fahrenheit,balanced,0.7827,111
Convert 100 Celsius to Fahrenheit,powerful,0.7164,111
Is package.json writable?,fast,0.9655,112
Is package.json writable?,balanced,0.7621,112
Is package.json writable?,powerful,0.7069,112
What's the file size of package.json?,fast,0.9448,84
What's the file size of package.json?,balanced,0.7469,84
What's the file size of package.json?,powerful,0.5781,84
Show git diff,fast,0.8987,7
Show git diff,balanced,0.7229,7
Show git diff,powerful,0.7307,7
What agents are available?,fast,0.8619,10
What agents are available?,balanced,0.7128,10
What agents are available?,powerful,0.608,10
How many requests in minutes?,fast,0.9555,113
How many requests in minutes?,balanced,0.7835,113
How many requests in minutes?,powerful,0.6466,113
What version of pydantic is installed?,fast,0.8929,114
What version of pydantic is installed?,balanced,0.7183,114
What version of pydantic is installed?,powerful,0.5884,114
Is the database connected?,fast,0.9723,12
Is the database connected?,balanced,0.7634,12
Is the database connected?,powerful,0.729,12
Check if task queue is healthy,fast,0.9281,72
Check if task queue is healthy,balanced,0.7527,72
Check if task queue is healthy,powerful,0.6445,72
Show the last commit message,fast,0.8701,16
Show the last commit message,balanced,0.7723,16
Show the last commit message,powerful,0.7118,16
List files in ./services,fast,0.8649,79
List files in ./services,balanced,0.7418,79
List files in ./services,powerful,0.5565,79
Is docker-compose.yml writable?,fast,0.9767,54
Is docker-compose.yml writable?,balanced,0.8228,54
Is docker-compose.yml writable?,powerful,0.6534,54
Are the tests passing?,fast,0.9224,4
Are the tests passing?,balanced,0.7913,4
Are the tests passing?,powerful,0.6645,4
Convert 1024 MB to GB,fast,0.8855,115
Convert 1024 MB to GB,balanced,0.8144,115
Convert 1024 MB to GB,powerful,0.7304,115
List files in /app/src,fast,0.8736,116
List files in /app/src,balanced,0.7215,116
List files in /app/src,powerful,0.6643,116
What agents are available?,fast,0.8684,10
What agents are available?,balanced,0.795,10
What agents are available?,powerful,0.5077,10
How many requests in kilobytes?,fast,0.8989,55
How many requests in kilobytes?,balanced,0.768,55
How many requests in kilobytes?,powerful,0.5394,55
Show stash list,fast,0.9438,26
Show stash list,balanced,0.8165,26
Show stash list,powerful,0.6419,26
List active tasks,fast,0.9648,2
List active tasks,balanced,0.7233,2
List active tasks,powerful,0.6886,2
Check if cache layer is healthy,fast,0.8606,117
Check if cache layer is healthy,balanced,0.7665,117
Check if cache layer is healthy,powerful,0.606,117
Does websocket handler support retry?,fast,0.8855,118
Does websocket handler support retry?,balanced,0.8132,118
Does websocket handler support retry?,powerful,0.5285,118
Is config.yaml writable?,fast,0.8868,119
Is config.yaml writable?,balanced,0.8018,119
Is config.yaml writable?,powerful,0.6217,119
Is the database connected?,fast,0.8901,12
Is the database connected?,balanced,0.7331,12
Is the database connected?,powerful,0.7461,12
Check if memory system is healthy,fast,0.8766,120
Check if memory system is healthy,balanced,0.8418,120
Check if memory system is healthy,powerful,0.6918,120
/help,fast,0.8832,19
/help,balanced,0.7492,19
/help,powerful,0.5019,19
How many seconds in kilobytes?,fast,0.8668,105
How many seconds in kilobytes?,balanced,0.7799,105
How many seconds in kilobytes?,powerful,0.5575,105
What version of fastapi is installed?,fast,0.8594,82
What version of fastapi is installed?,balanced,0.8293,82
What version of fastapi is installed?,powerful,0.5106,82
Is the database running?,fast,0.9698,121
Is the database running?,balanced,0.8293,121
Is the database running?,powerful,0.6439,121
Can I use logging in Redis 7?,fast,0.8876,68
Can I use logging in Redis 7?,balanced,0.7608,68
Can I use logging in Redis 7?,powerful,0.7415,68
Show git status,fast,0.9542,22
Show git status,balanced,0.7927,22
Show git status,powerful,0.708,22
Got it,fast,0.897,85
Got it,balanced,0.7655,85
Got it,powerful,0.5265,85
Is docker-compose.yml writable?,fast,0.9021,54
Is docker-compose.yml writable?,balanced,0.7118,54
Is docker-compose.yml writable?,powerful,0.7176,54
How many seconds in kilobytes?,fast,0.8933,105
How many seconds in kilobytes?,balanced,0.7252,105
How many seconds in kilobytes?,powerful,0.6276,105
What's the current branch?,fast,0.919,106
What's the current branch?,balanced,0.7291,106
What's the current branch?,powerful,0.6941,106
List files in /home/wyld-core/config,fast,0.8807,122
List files in /home/wyld-core/config,balanced,0.722,122
List files in /home/wyld-core/config,powerful,0.5493,122
Does router support async?,fast,0.873,123
Does router support async?,balanced,0.8159,123
Does router support async?,powerful,0.6235,123
/help,fast,0.9233,19
/help,balanced,0.7869,19
/help,powerful,0.6703,19
"No, cancel that",fast,0.9234,52
"No, cancel that",balanced,0.7953,52
"No, cancel that",powerful,0.6561,52
"Yes, proceed",fast,0.9762,37
"Yes, proceed",balanced,0.7474,37
"Yes, proceed",powerful,0.6099,37
Define saga pattern,fast,0.9321,77
Define saga pattern,balanced,0.8194,77
Define saga pattern,powerful,0.6479,77
List files in /app/src,fast,0.8904,116
List files in /app/src,balanced,0.7678,116
List files in /app/src,powerful,0.5142,116
List available tools,fast,0.8873,46
List available tools,balanced,0.7967,46
List available tools,powerful,0.7443,46
List active tasks,fast,0.93,2
List active tasks,balanced,0.7761,2
List active tasks,powerful,0.6157,2
What version of numpy is installed?,fast,0.9085,89
What version of numpy is installed?,balanced,0.8215,89
What version of numpy is installed?,powerful,0.663,89
Does docker-compose.yml exist?,fast,0.9118,124
Does docker-compose.yml exist?,balanced,0.7226,124
Does docker-compose.yml exist?,powerful,0.5155,124
Show system status,fast,0.9554,23
Show system status,balanced,0.8256,23
Show system status,powerful,0.7456,23
List active tasks,fast,0.9156,2
List active tasks,balanced,0.7259,2
List active tasks,powerful,0.5619,2
What does OAuth stand for?,fast,0.9181,125
What does OAuth stand for?,balanced,0.7915,125
What does OAuth stand for?,powerful,0.591,125
Got it,fast,0.8868,85
Got it,balanced,0.7613,85
Got it,powerful,0.5846,85
Does memory system support batching?,fast,0.8586,126
Does memory system support batching?,balanced,0.7142,126
Does memory system support batching?,powerful,0.6696,126
Is there anything to push?,fast,0.8828,83
Is there anything to push?,balanced,0.8277,83
Is there anything to push?,powerful,0.7411,83
Does router support batching?,fast,0.8606,127
Does router support batching?,balanced,0.7995,127
Does router support batching?,powerful,0.7292,127
Show stash list,fast,0.9758,26
Show stash list,balanced,0.8048,26
Show stash list,powerful,0.598,26
Does cache layer support async?,fast,0.8902,128
Does cache layer support async?,balanced,0.7565,128
Does cache layer support async?,powerful,0.6979,128
Show me the help menu,fast,0.8666,15
Show me the help menu,balanced,0.8054,15
Show me the help menu,powerful,0.7368,15
Is Redis available?,fast,0.9686,14
Is Redis available?,balanced,0.714,14
Is Redis available?,powerful,0.6676,14
What's the default value of batch_size?,fast,0.8524,129
What's the default value of batch_size?,balanced,0.7463,129
What's the default value of batch_size?,powerful,0.7378,129
What's in the scripts folder?,fast,0.875,130
What's in the scripts folder?,balanced,0.85,130
What's in the scripts folder?,powerful,0.5387,130
Is there anything to push?,fast,0.9598,83
Is there anything to push?,balanced,0.7152,83
Is there anything to push?,powerful,0.6927,83
List available tools,fast,0.946,46
List available tools,balanced,0.779,46
List available tools,powerful,0.6655,46
"No, cancel that",fast,0.9496,52
"No, cancel that",balanced,0.7197,52
"No, cancel that",powerful,0.5942,52
Show git status,fast,0.8735,22
Show git status,balanced,0.8039,22
Show git status,powerful,0.6562,22
"Thanks, that's all",fast,0.8715,48
"Thanks, that's all",balanced,0.7657,48
"Thanks, that's all",powerful,0.6027,48
Is Redis available?,fast,0.9435,14
Is Redis available?,balanced,0.8454,14
Is Redis available?,powerful,0.6526,14
/help,fast,0.9473,19
/help,balanced,0.7673,19
/help,powerful,0.6335,19
Show stash list,fast,0.9755,26
Show stash list,balanced,0.8177,26
Show stash list,powerful,0.726,26
List recent commits,fast,0.8978,35
List recent commits,balanced,0.8421,35
List recent commits,powerful,0.7461,35
What is ORM?,fast,0.9512,40
What is ORM?,balanced,0.7754,40
What is ORM?,powerful,0.6047,40
Show git status,fast,0.9562,22
Show git status,balanced,0.8202,22
Show git status,powerful,0.5346,22
Show git diff,fast,0.8568,7
Show git diff,balanced,0.7721,7
Show git diff,powerful,0.5928,7
Okay,fast,0.8633,8
Okay,balanced,0.8269,8
Okay,powerful,0.7128,8
Is there anything to push?,fast,0.8609,83
Is there anything to push?,balanced,0.724,83
Is there anything to push?,powerful,0.6123,83
What's the default value of max_retries?,fast,0.958,33
What's the default value of max_retries?,balanced,0.7138,33
What's the default value of max_retries?,powerful,0.7276,33
Show me the help menu,fast,0.9086,15
Show me the help menu,balanced,0.7524,15
Show me the help menu,powerful,0.5067,15
Check if websocket handler is healthy,fast,0.9153,131
Check if websocket handler is healthy,balanced,0.7354,131
Check if websocket handler is healthy,powerful,0.7486,131
Show me index.ts,fast,0.8537,18
Show me index.ts,balanced,0.8396,18
Show me index.ts,powerful,0.7098,18
Are the tests passing?,fast,0.8936,4
Are the tests passing?,balanced,0.7219,4
Are the tests passing?,powerful,0.5096,4
Got it,fast,0.9579,85
Got it,balanced,0.8044,85
Got it,powerful,0.5347,85
What's 42 + 8?,fast,0.93,29
What's 42 + 8?,balanced,0.8359,29
What's 42 + 8?,powerful,0.5048,29
Show the last commit message,fast,0.9585,16
Show the last commit message,balanced,0.7823,16
Show the last commit message,powerful,0.6818,16
Where is {config} stored?,fast,0.905,30
Where is {config} stored?,balanced,0.8164,30
Where is {config} stored?,powerful,0.5594,30
What's the current branch?,fast,0.8562,106
What's the current branch?,balanced,0.763,106
What's the current branch?,powerful,0.6985,106
What is API?,fast,0.8644,108
What is API?,balanced,0.8358,108
What is API?,powerful,0.6492,108
Is postgres running?,fast,0.9434,31
Is postgres running?,balanced,0.7437,31
Is postgres running?,powerful,0.5004,31
List files in /home/wyld-core/config,fast,0.9242,122
List files in /home/wyld-core/config,balanced,0.7281,122
List files in /home/wyld-core/config,powerful,0.6671,122
Where is {config} stored?,fast,0.9767,30
Where is {config} stored?,balanced,0.7102,30
Where is {config} stored?,powerful,0.6315,30
What's the default value of log_level?,fast,0.922,132
What's the default value of log_level?,balanced,0.7586,132
What's the default value of log_level?,powerful,0.6175,132
Is this a breaking change?,fast,0.9003,0
Is this a breaking change?,balanced,0.756,0
Is this a breaking change?,powerful,0.6868,0
List files in /app/src,fast,0.8948,116
List files in /app/src,balanced,0.8099,116
List files in /app/src,powerful,0.6571,116
/status,fast,0.9256,53
/status,balanced,0.8135,53
/status,powerful,0.5334,53
List files in ./services,fast,0.9558,79
List files in ./services,balanced,0.7263,79
